"EDR092812","Rebecca BENEFIEL","SCHEITHAUER","SKYLAR PRICHARD","2019-07-20 00:00:00","W_and_L",,"2024-07-10 18:01:21",,"Heidelberg",
"EDR072274","REBECCA BENEFIEL","SCHEITHAUER",,"2021-01-06 00:00:00","W_and_L",,"2021-01-07 09:10:46",,"Heidelberg",
"EDR072282","SCHEITHAUER",,,"1996-12-03 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072296","REBECCA BENEFIEL","SCHEITHAUER",,"2015-11-04 00:00:00","W_and_L",,"2024-04-07 16:52:09",,,
"EDR072421","REBECCA BENEFIEL","SCHEITHAUER",,"2020-10-22 00:00:00","W_and_L",,"2020-10-23 08:30:41",,"Heidelberg",
"EDR071661","REBECCA BENEFIEL","SCHEITHAUER",,"2019-07-20 00:00:00","W_and_L",,"2024-03-02 14:04:19",,"Heidelberg",
"EDR071662","REBECCA BENEFIEL","SCHEITHAUER",,"2015-11-04 00:00:00","W_and_L",,"2021-08-03 16:58:18",,"Heidelberg",
"EDR071722","REBECCA BENEFIEL","SCHEITHAUER",,"2023-06-29 00:00:00","W_and_L",,"2023-07-01 08:50:31",,"Heidelberg",
"EDR071808","REBECCA BENEFIEL","SCHEITHAUER",,"2019-07-20 00:00:00","W_and_L",,"2021-08-04 15:43:27",,"Heidelberg",
"EDR071917","REBECCA BENEFIEL","NIQUET",,"2020-11-12 00:00:00","W_and_L",,"2020-11-13 08:30:30",,"Heidelberg",
"EDR071918","REBECCA BENEFIEL","NIQUET",,"2019-07-20 00:00:00","W_and_L",,"2020-11-12 20:50:49",,"Heidelberg",
"EDR179444","Melissa YORIO",,,"2021-04-29 00:00:00","W_and_L",,"2024-05-23 09:04:50",,,
"EDR072254","SCHEITHAUER",,,"1997-02-20 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072555","SCHEITHAUER",,,"1996-10-15 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072568","REBECCA BENEFIEL","SCHEITHAUER",,"2021-01-06 00:00:00","W_and_L",,"2021-01-07 09:11:21",,"Heidelberg",
"EDR072601","SCHEITHAUER",,,"1996-09-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072651","SCHEITHAUER",,,"1996-09-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072663","REBECCA BENEFIEL","NIQUET",,"2020-07-18 00:00:00","W_and_L",,"2024-03-05 20:33:34",,"Heidelberg",
"EDR072673","NIQUET",,,"1997-02-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072680","NIQUET",,,"1997-02-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072681","NIQUET",,,"1997-02-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072682","NIQUET",,,"1997-02-26 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR072779","SCHEITHAUER",,,"1996-09-10 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073093","SCHEITHAUER",,,"1996-04-23 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073160","NIQUET",,,"1996-06-25 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073161","NIQUET",,,"1996-06-25 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073218","SCHEITHAUER",,,"1996-08-08 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073219","SCHEITHAUER",,,"1996-08-08 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073222","SCHEITHAUER",,"UMBERTO SOLDOVIERI","1996-08-08 00:00:00","W_and_L",,"2015-10-05 13:30:12",,"Heidelberg",
"EDR073223","SCHEITHAUER",,,"1996-08-08 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073288","SCHEITHAUER",,,"1996-04-09 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073314","REBECCA BENEFIEL","SCHEITHAUER",,"2015-11-04 00:00:00","W_and_L",,"2021-07-28 15:29:29",,"Heidelberg",
"EDR073325","SCHEITHAUER",,,"1996-04-11 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073335","SCHEITHAUER",,,"1996-02-06 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073337","SCHEITHAUER",,,"1996-02-06 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073338","SCHEITHAUER",,,"1996-02-06 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073343","SCHEITHAUER",,,"1996-02-06 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073414","NIQUET",,"GIANMARCO BIANCHINI","1995-12-12 00:00:00","W_and_L","in correzione","2020-11-10 23:43:08",,"Heidelberg",
"EDR073610","REBECCA BENEFIEL","SCHEITHAUER","UMBERTO SOLDOVIERI","2019-06-14 00:00:00","W_and_L",,"2021-08-04 19:14:35",,"Heidelberg",
"EDR073638","HOLLY SYPNIEWSKI","SCHEITHAUER","HOLLY SYPNIEWSKI","2019-07-24 00:00:00","W_and_L",,"2019-09-03 00:43:22",,"Heidelberg",
"EDR159691","Holly SYPNIEWSKI",,,"2016-11-24 00:00:00","W_and_L",,"2019-09-03 01:36:27",,,
"EDR073766","REBECCA BENEFIEL","NIQUET",,"2015-11-04 00:00:00","W_and_L",,"2023-09-21 14:46:37",,"Heidelberg",
"EDR073805","NIQUET",,,"1995-08-16 00:00:00","W_and_L",,"2021-01-13 15:09:59",,"Heidelberg",
"EDR073807","NIQUET",,,"1995-08-16 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073808","NIQUET",,,"1995-08-16 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073814","NIQUET",,,"1995-08-16 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR073816","NIQUET",,,"1995-08-16 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR074234","REBECCA BENEFIEL","SCHMIDT",,"2015-11-04 00:00:00","W_and_L",,"2021-07-28 15:20:00",,"Heidelberg",
"EDR074292","REBECCA BENEFIEL","NIQUET",,"2021-01-11 00:00:00","W_and_L",,"2024-04-25 09:15:28",,"Heidelberg",
"EDR074682","REBECCA BENEFIEL","SCHEITHAUER",,"2021-01-06 00:00:00","W_and_L",,"2021-01-07 09:12:27",,"Heidelberg",
"EDR074685","REBECCA BENEFIEL","SCHEITHAUER",,"2021-01-06 00:00:00","W_and_L",,"2021-07-26 17:16:21",,"Heidelberg",
"EDR074686","SCHEITHAUER",,,"1997-07-01 00:00:00","W_and_L","in correzione","0000-00-00 00:00:00",,"Heidelberg",
"EDR074811","NIQUET",,,"1997-06-20 00:00:00","W_and_L",,"0000-00-00 00:00:00",,"Heidelberg",
"EDR158675","Rebecca BENEFIEL",,,"2016-07-12 00:00:00","W_and_L",,"2021-08-03 17:47:59",,,
